"job_title","activity_sector","job_function","required_experience","study_level","contract_type","remote_work","city"
"coordinator - sales support |","aéronautique, navale","commercial, vente","débutant (de 1 à 3 ans)","bac +3","cdi","non","casablanca"
"manager financement & trésorerie |","agroalimentaire","gestion, comptabilité, finance","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","casablanca"
"stage - ingénieur amélioration continue |","aéronautique, navale","production, maintenance, qualité","fraichement diplômé","bac +4","stage","non","casablanca"
"chargé de clientèle |","banque, assurance, finances","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +5 et plus","autre","non","casablanca"
"ingénieur d'études en aménagement urbain |","agriculture, pêche, aquaculture","métiers du btp","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","non","salé"
"pilote qualité fournisseurs germanophone ( h/f) |","automobile, matériels de transport, réparation","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +5 et plus","cdi","hybride","casablanca"
"projeteur fluides (h/f) |","electricité, eau, gaz, nucléaire, énergie","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +2","cdi","non","all"
"embedded software intern |","automobile, matériels de transport, réparation","gestion, comptabilité, finance","fraichement diplômé","bac +5 et plus","stage","non","casablanca"
"contrôleur de gestion – profil avec expérience en audit |","distribution, vente, commerce de gros","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +4","cdi","non","casablanca"
"assistante administrative bilingue |","automobile, matériels de transport, réparation","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","non","casablanca"
"risk manager / responsable contrôleur interne |","métallurgie, sidérurgie","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +5 et plus","cdi","hybride","casablanca"
"technicien helpdesk |","conseil, audit, comptabilité","informatique, nouvelles technologies","junior (de 3 à 5 ans)","bac +3","cdi","hybride","casablanca"
"acheteur it hardware h/f |","services autres","achats","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","tanger"
"cadre entrepôt |","services autres","achats","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"chef de projet télécom (f/h) |","télécom","gestion, comptabilité, finance","senior (de 5 à 10 ans)","bac +5 et plus","intérim","hybride","rabat"
"architecte cloud (h/f) |","informatique, ssii, internet","informatique, nouvelles technologies","senior (de 5 à 10 ans)","bac +5 et plus","cdi","hybride","casablanca"
"responsable études fluides (h/f) |","electricité, eau, gaz, nucléaire, énergie","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","all"
"juriste |","services collectifs et sociaux, services à la personne","juridique","senior (de 5 à 10 ans)","bac +5 et plus","cdi","hybride","casablanca"
"chargé(e) de communication interne |","agriculture, pêche, aquaculture","marketing, communication","junior (de 3 à 5 ans)","bac +4","cdi","hybride","casablanca"
"technicien de maintenance multiservices |","informatique, ssii, internet","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"graphiste/maquettiste - print/digital (h/f) |","marketing, communication, médias","marketing, communication","junior (de 3 à 5 ans)","bac +5 et plus","cdi","hybride","casablanca"
"conseiller commercial pièces de rechange |","automobile, matériels de transport, réparation","commercial, vente","junior (de 3 à 5 ans)","bac +2","cdi","non","casablanca"
"chargé de clientèle en agence tanger |","marketing, communication, médias","commercial, vente","débutant (de 1 à 3 ans)","bac +2","autre","non","tanger"
"responsable d'affaires (h/f) |","equipements mécaniques, machines","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","casablanca"
"infirmière assistante sociale |","aéronautique, navale","métiers de la santé et du social","débutant (de 1 à 3 ans)","bac +3","cdi","non","casablanca"
"coordinateur(ice) expérience client lsm |","marketing, communication, médias","marketing, communication","senior (de 5 à 10 ans)","bac +4","cdi","non","casablanca"
"manager de rayon dph (droguerie, parfumerie et hygiène) |","distribution, vente, commerce de gros","commercial, vente","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"customer relations executive (cdd) |","aéronautique, navale","marketing, communication","débutant (de 1 à 3 ans)","bac +2","cdd","non","casablanca"
"juriste |","services autres","juridique","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","casablanca"
"commerciaux en réception d'appel à rabat avec un pack de rémunération attractif |","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac","cdi","non","rabat"
"risk manager |","conseil, audit, comptabilité","gestion, comptabilité, finance","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","tanger"
"responsable achats |","aéronautique, navale","achats","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","casablanca"
"ingénieur développement sage x3 |","métallurgie, sidérurgie","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","non","el jadida"
"infographiste - ikea |","distribution, vente, commerce de gros","marketing, communication","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"desktop technician (anglophone) |","informatique, ssii, internet","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +2","cdi","oui","el jadida"
"business development manager |","distribution, vente, commerce de gros","marketing, communication","junior (de 3 à 5 ans)","bac +4","cdi","non","casablanca"
"chargé restauration / commis de cuisine - ikea |","distribution, vente, commerce de gros","tourisme, hôtellerie, restauration","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"spécialiste d'assistance informatique - it support |","informatique, ssii, internet","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"raw material planner |","automobile, matériels de transport, réparation","transport, logistique","fraichement diplômé","bac +5 et plus","cdi","non","tanger"
"responsable facturation |","santé, pharmacie, hôpitaux, équipements médicaux","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","fès"
"responsable financement entreprises |","banque, assurance, finances","gestion, comptabilité, finance","expert (10 ou plus)","bac +5 et plus","cdi","non","casablanca"
"technico-commercial terrain - equipements et fournitures industrielles (h/f) |","equipements mécaniques, machines","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"responsable marketing |","automobile, matériels de transport, réparation","marketing, communication","débutant (de 1 à 3 ans)","bac +4","autre","non","el jadida"
"stagiaire contrôle de gestion f/h |","banque, assurance, finances","gestion, comptabilité, finance","fraichement diplômé","bac +4","stage","hybride","casablanca"
"ingénieur support n3 - secteur aéroportuaire et aviation |","informatique, ssii, internet","informatique, nouvelles technologies","junior (de 3 à 5 ans)","bac +5 et plus","cdi","hybride","rabat"
"manager logistique |","agroalimentaire","commercial, vente","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","casablanca"
"gestionnaire ressources humaines expérimenté(e) f/h |","conseil, audit, comptabilité","rh, formation","débutant (de 1 à 3 ans)","bac +3","cdi","hybride","casablanca"
"gestionnaire portefeuille senior |","banque, assurance, finances","gestion, comptabilité, finance","senior (de 5 à 10 ans)","bac +5 et plus","cdi","hybride","casablanca"
"infirmier/infirmière anesthésiste |","santé, pharmacie, hôpitaux, équipements médicaux","métiers de la santé et du social","débutant (de 1 à 3 ans)","bac +3","cdi","non","fès"
"stagiaire pfe confidentiality & privacy office |","conseil, audit, comptabilité","gestion, comptabilité, finance","fraichement diplômé","bac +5 et plus","stage","hybride","casablanca"
"développeur anglophone orienté objet |","informatique, ssii, internet","gestion, comptabilité, finance","senior (de 5 à 10 ans)","bac +5 et plus","cdi","hybride","rabat"
"project specialist |","banque, assurance, finances","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","non","casablanca"
"responsable audit & contrôle interne |","immobilier, architecture, urbanisme","gestion, comptabilité, finance","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","casablanca"
"tech lead – cloud and qa (h/ f) |","informatique, ssii, internet","informatique, nouvelles technologies","senior (de 5 à 10 ans)","bac +5 et plus","cdi","hybride","rabat"
"responsable rse |","métallurgie, sidérurgie","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","hybride","casablanca"
"manager de rayon textile |","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +2","cdi","non","casablanca"
"chargé(e) d'administration |","marketing, communication, médias","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +3","cdi","non","rabat"
"responsable achats moyens généraux |","immobilier, architecture, urbanisme","achats","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","casablanca"
"qa engineer – cloud (h/ f) |","informatique, ssii, internet","informatique, nouvelles technologies","junior (de 3 à 5 ans)","bac +5 et plus","cdi","hybride","rabat"
"agent d´accueil -","intérim, recrutement","métiers des services","junior (de 3 à 5 ans)","bac +2","intérim","non","agadir"
"stagiaire comptabilité h/f |","conseil, audit, comptabilité","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +3","stage","non","rabat"
"technico-commercial – pôle cuisine, buanderie et chambres froides |","distribution, vente, commerce de gros","commercial, vente","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","non","mohammédia"
"chargé(e) de recrutement et intégration |","informatique, ssii, internet","rh, formation","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"responsable qualité formation |","informatique, ssii, internet","métiers des services","senior (de 5 à 10 ans)","bac +3","cdi","non","casablanca"
"team leader morocco mall shop / assistant(e) responsable magasin |","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"technicien en électromécanique |","agroalimentaire","production, maintenance, qualité","débutant (de 1 à 3 ans)","bac +2","cdd","non","tit mellil"
"manager de rayon epicerie / biscuiterie |","distribution, vente, commerce de gros","commercial, vente","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"sourcing specialist |","marketing, communication, médias","rh, formation","débutant (de 1 à 3 ans)","bac +3","cdi","hybride","rabat"
"graphic designer |","marketing, communication, médias","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"technicien en électromécanique |","agroalimentaire","production, maintenance, qualité","débutant (de 1 à 3 ans)","bac +2","cdd","non","fès"
"responsable rh (international nursery) |","agriculture, pêche, aquaculture","rh, formation","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","agadir"
"responsable administration rh et gestion sociale |","aéronautique, navale","rh, formation","expert (10 ou plus)","bac +5 et plus","cdi","non","casablanca"
"technicien de laboratoire spécialisé en production et maintenance (électrique et mécanique) |","equipements mécaniques, machines","métiers du btp","fraichement diplômé","bac +2","autre","non","all"
"agent assistant technique en réception d'appels |","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +3","autre","non","casablanca"
"responsable magasin bricoma dar bouazza |","distribution, vente, commerce de gros","commercial, vente","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","casablanca"
"sap operations engineer |","automobile, matériels de transport, réparation","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +3","autre","non","casablanca"
"responsable audit interne (h/f) |","conseil, audit, comptabilité","gestion, comptabilité, finance","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","casablanca"
